class,parent,classLabel,parentLabel,classDefinition,parentDefinition,classComment,parentComment
http://purl.obolibrary.org/obo/BFO_0000015,http://purl.obolibrary.org/obo/BFO_0000003,process,occurrent,"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])","An entity that has temporal parts and that happens, unfolds or develops through time.",,
http://purl.obolibrary.org/obo/BFO_0000034,http://purl.obolibrary.org/obo/BFO_0000016,function,disposition,,,,
http://purl.obolibrary.org/obo/BFO_0000023,http://purl.obolibrary.org/obo/BFO_0000017,role,realizable entity,"A realizable entity  the manifestation of which brings about some result or end that is not essential to a continuant  in virtue of the kind of thing that it is but that can be served or participated in by that kind of continuant  in some kinds of natural, social or institutional contexts.","A specifically dependent continuant  that inheres in continuant  entities and are not exhibited in full at every time in which it inheres in an entity or group of entities. The exhibition or actualization of a realizable entity is a particular manifestation, functioning or process that occurs under certain circumstances.",,
http://purl.obolibrary.org/obo/BFO_0000023,http://purl.obolibrary.org/obo/PATO_0000001,role,quality,"A realizable entity  the manifestation of which brings about some result or end that is not essential to a continuant  in virtue of the kind of thing that it is but that can be served or participated in by that kind of continuant  in some kinds of natural, social or institutional contexts.",A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities,,
http://purl.obolibrary.org/obo/BFO_0000016,http://purl.obolibrary.org/obo/BFO_0000017,disposition,realizable entity,,"A specifically dependent continuant  that inheres in continuant  entities and are not exhibited in full at every time in which it inheres in an entity or group of entities. The exhibition or actualization of a realizable entity is a particular manifestation, functioning or process that occurs under certain circumstances.",,
http://purl.obolibrary.org/obo/BFO_0000040,http://purl.obolibrary.org/obo/BFO_0000004,material entity,independent continuant,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,"A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.",,
http://purl.obolibrary.org/obo/BFO_0000040,http://purl.obolibrary.org/obo/BFO_0000004,material entity,independent continuant,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002]),,
http://purl.obolibrary.org/obo/BFO_0000040,http://purl.obolibrary.org/obo/BFO_0000004,material entity,independent continuant,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,"A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.",,
http://purl.obolibrary.org/obo/BFO_0000040,http://purl.obolibrary.org/obo/BFO_0000004,material entity,independent continuant,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002]),,
http://purl.obolibrary.org/obo/BFO_0000006,http://purl.obolibrary.org/obo/BFO_0000141,spatial region,immaterial entity,,,,
http://purl.obolibrary.org/obo/PATO_0002124,http://purl.obolibrary.org/obo/PATO_0000141,laminar,structure,A quality inhering in a bearer by virtue of the bearer's processing the form of a thin plate sheet or layer.,"A morphology quality inhering in a bearer by virtue of the bearer's relative position, shape, arrangements and connectivity of an organism's various parts; the pattern underlying its form.",,
http://purl.obolibrary.org/obo/PATO_0001199,http://purl.obolibrary.org/obo/PATO_0000052,linear,shape,"A shape quality inhering in a bearer by virtue of the bearer's being narrow, with the two opposite margins parallel.","A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc).",,
http://purl.obolibrary.org/obo/RO_0002577,http://purl.obolibrary.org/obo/BFO_0000040,system,material entity,A material entity consisting of multiple components that are causally integrated.,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0002577,http://purl.obolibrary.org/obo/BFO_0000040,system,material entity,A material entity consisting of multiple components that are causally integrated.,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/GO_0008150,http://purl.obolibrary.org/obo/BFO_0000015,biological_process,process,"A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.","An occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t.",,
http://purl.obolibrary.org/obo/GO_0008150,http://purl.obolibrary.org/obo/BFO_0000015,biological_process,process,"A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.","p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])",,
http://purl.obolibrary.org/obo/ENVO_01000254,http://purl.obolibrary.org/obo/RO_0002577,environmental system,system,A system which has the disposition to environ one or more material entities.,A material entity consisting of multiple components that are causally integrated.,"In ENVO's alignment with the Basic Formal Ontology, this class is being considered as a subclass of a proposed BFO class ""system"". The relation ""environed_by"" is also under development. Roughly, a system which includes a material entity (at least partially) within its site and causally influences that entity may be considered to environ it. Following the completion of this alignment, this class' definition and the definitions of its subclasses will be revised.",
http://purl.obolibrary.org/obo/PATO_0000001,http://purl.obolibrary.org/obo/BFO_0000020,quality,specifically dependent continuant,A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities,A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.,,
http://purl.obolibrary.org/obo/PATO_0000001,http://purl.obolibrary.org/obo/BFO_0000020,quality,specifically dependent continuant,A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities,"b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1  i &lt; j  n, ci  and cj share no common parts, are such that for each 1  i  n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])",,
http://purl.obolibrary.org/obo/PATO_0000001,http://purl.obolibrary.org/obo/BFO_0000020,quality,specifically dependent continuant,A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities,b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003]),,
http://purl.obolibrary.org/obo/IAO_0000032,http://purl.obolibrary.org/obo/IAO_0000109,scalar measurement datum,measurement datum,"A scalar measurement datum is a measurement datum that is composed of two parts, numerals and a unit label.",A measurement datum is an information content entity that is a recording of the output of a measurement such as produced by a device.,,
http://purl.obolibrary.org/obo/BFO_0000141,http://purl.obolibrary.org/obo/BFO_0000004,immaterial entity,independent continuant,,"A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.",,
http://purl.obolibrary.org/obo/BFO_0000141,http://purl.obolibrary.org/obo/BFO_0000004,immaterial entity,independent continuant,,b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002]),,
http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000141,site,immaterial entity,,,,
http://purl.obolibrary.org/obo/BFO_0000140,http://purl.obolibrary.org/obo/BFO_0000141,continuant fiat boundary,immaterial entity,"b is a continuant fiat boundary = Def. b is an immaterial entity that is of zero, one or two dimensions and does not include a spatial region as part. (axiom label in BFO2 Reference: [029-001])",,,
http://purl.obolibrary.org/obo/BFO_0000008,http://purl.obolibrary.org/obo/BFO_0000003,temporal region,occurrent,,"An entity that has temporal parts and that happens, unfolds or develops through time.",,
http://purl.obolibrary.org/obo/BFO_0000011,http://purl.obolibrary.org/obo/BFO_0000003,spatiotemporal region,occurrent,,"An entity that has temporal parts and that happens, unfolds or develops through time.",,
http://purl.obolibrary.org/obo/BFO_0000035,http://purl.obolibrary.org/obo/BFO_0000003,process boundary,occurrent,p is a process boundary =Def. p is a temporal part of a process & p has no proper temporal parts. (axiom label in BFO2 Reference: [084-001]),"An entity that has temporal parts and that happens, unfolds or develops through time.",,
http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/BFO_0000017,role,realizable entity,A role is particular behaviour which a material entity may exhibit.,"A specifically dependent continuant  that inheres in continuant  entities and are not exhibited in full at every time in which it inheres in an entity or group of entities. The exhibition or actualization of a realizable entity is a particular manifestation, functioning or process that occurs under certain circumstances.",,
http://purl.obolibrary.org/obo/CHEBI_50906,http://purl.obolibrary.org/obo/PATO_0000001,role,quality,A role is particular behaviour which a material entity may exhibit.,A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities,,
http://purl.obolibrary.org/obo/BFO_0000024,http://purl.obolibrary.org/obo/BFO_0000040,fiat object,material entity,,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/BFO_0000024,http://purl.obolibrary.org/obo/BFO_0000040,fiat object,material entity,,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/BFO_0000024,http://purl.obolibrary.org/obo/BFO_0000040,fiat object part,material entity,,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/BFO_0000024,http://purl.obolibrary.org/obo/BFO_0000040,fiat object part,material entity,,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/BFO_0000027,http://purl.obolibrary.org/obo/BFO_0000040,object aggregate,material entity,,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/BFO_0000027,http://purl.obolibrary.org/obo/BFO_0000040,object aggregate,material entity,,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/BFO_0000030,http://purl.obolibrary.org/obo/BFO_0000040,object,material entity,,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/BFO_0000030,http://purl.obolibrary.org/obo/BFO_0000040,object,material entity,,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/BFO_0000038,http://purl.obolibrary.org/obo/BFO_0000008,one-dimensional temporal region,temporal region,,,,
http://purl.obolibrary.org/obo/BFO_0000142,http://purl.obolibrary.org/obo/BFO_0000140,one-dimensional continuant fiat boundary,continuant fiat boundary,,"b is a continuant fiat boundary = Def. b is an immaterial entity that is of zero, one or two dimensions and does not include a spatial region as part. (axiom label in BFO2 Reference: [029-001])",,
http://purl.obolibrary.org/obo/BFO_0000146,http://purl.obolibrary.org/obo/BFO_0000140,two-dimensional continuant fiat boundary,continuant fiat boundary,,"b is a continuant fiat boundary = Def. b is an immaterial entity that is of zero, one or two dimensions and does not include a spatial region as part. (axiom label in BFO2 Reference: [029-001])",,
http://purl.obolibrary.org/obo/CHEBI_10545,http://purl.obolibrary.org/obo/CHEBI_36338,electron,lepton,,,,
http://purl.obolibrary.org/obo/CHEBI_36338,http://purl.obolibrary.org/obo/CHEBI_33233,lepton,fundamental particle,,,,
http://purl.obolibrary.org/obo/CHEBI_36338,http://purl.obolibrary.org/obo/CHEBI_36340,lepton,fermion,,,,
http://purl.obolibrary.org/obo/CHEBI_131621,http://purl.obolibrary.org/obo/CHEBI_35341,C19-steroid,steroid,,,,
http://purl.obolibrary.org/obo/CHEBI_35341,http://purl.obolibrary.org/obo/CHEBI_18059,steroid,lipid,,,,
http://purl.obolibrary.org/obo/CHEBI_35341,http://purl.obolibrary.org/obo/CHEBI_51958,steroid,organic polycyclic compound,,,,
http://purl.obolibrary.org/obo/CHEBI_131927,http://purl.obolibrary.org/obo/CHEBI_36586,dicarboxylic acids and O-substituted derivatives,carbonyl compound,,,,
http://purl.obolibrary.org/obo/CHEBI_36586,http://purl.obolibrary.org/obo/CHEBI_36963,carbonyl compound,organooxygen compound,,An organochalcogen compound containing at least one carbon-oxygen bond.,,
http://purl.obolibrary.org/obo/CHEBI_36586,http://purl.obolibrary.org/obo/CHEBI_36587,carbonyl compound,organic oxo compound,,,,
http://purl.obolibrary.org/obo/CHEBI_133331,http://purl.obolibrary.org/obo/CHEBI_24836,metal oxide,inorganic oxide,,,,
http://purl.obolibrary.org/obo/CHEBI_24836,http://purl.obolibrary.org/obo/CHEBI_24835,inorganic oxide,inorganic molecular entity,,A molecular entity that contains no carbon.,,
http://purl.obolibrary.org/obo/CHEBI_24836,http://purl.obolibrary.org/obo/CHEBI_25741,inorganic oxide,oxide,,An oxide is a chemical compound of oxygen with other chemical elements.,,
http://purl.obolibrary.org/obo/CHEBI_13389,http://purl.obolibrary.org/obo/CHEBI_25524,NAD,NAD(P),,,,
http://purl.obolibrary.org/obo/CHEBI_25524,http://purl.obolibrary.org/obo/CHEBI_37007,NAD(P),nicotinamide dinucleotide,,,,
http://purl.obolibrary.org/obo/CHEBI_25524,http://purl.obolibrary.org/obo/CHEBI_61293,NAD(P),adenyl nucleotide,,,,
http://purl.obolibrary.org/obo/CHEBI_13392,http://purl.obolibrary.org/obo/CHEBI_25524,NAD(P)H,NAD(P),,,,
http://purl.obolibrary.org/obo/CHEBI_134024,http://purl.obolibrary.org/obo/CHEBI_134179,chlorofluorocarbon,volatile organic compound,,,,
http://purl.obolibrary.org/obo/CHEBI_134024,http://purl.obolibrary.org/obo/CHEBI_36683,chlorofluorocarbon,organochlorine compound,,,,
http://purl.obolibrary.org/obo/CHEBI_134024,http://purl.obolibrary.org/obo/CHEBI_37143,chlorofluorocarbon,organofluorine compound,,,,
http://purl.obolibrary.org/obo/CHEBI_134179,http://purl.obolibrary.org/obo/CHEBI_72695,volatile organic compound,organic molecule,,,,
http://purl.obolibrary.org/obo/CHEBI_36683,http://purl.obolibrary.org/obo/CHEBI_17792,organochlorine compound,organohalogen compound,,,,
http://purl.obolibrary.org/obo/CHEBI_36683,http://purl.obolibrary.org/obo/CHEBI_23117,organochlorine compound,chlorine molecular entity,,,,
http://purl.obolibrary.org/obo/CHEBI_37143,http://purl.obolibrary.org/obo/CHEBI_17792,organofluorine compound,organohalogen compound,,,,
http://purl.obolibrary.org/obo/CHEBI_37143,http://purl.obolibrary.org/obo/CHEBI_24062,organofluorine compound,fluorine molecular entity,,,,
http://purl.obolibrary.org/obo/CHEBI_72695,http://purl.obolibrary.org/obo/CHEBI_50860,organic molecule,organic molecular entity,,Any molecular entity that contains carbon.,,
http://purl.obolibrary.org/obo/CHEBI_72695,http://purl.obolibrary.org/obo/CHEBI_25367,organic molecule,molecule,,Any polyatomic entity that is an electrically neutral entity consisting of more than one atom.,,
http://purl.obolibrary.org/obo/CHEBI_134438,http://purl.obolibrary.org/obo/CHEBI_37217,titanium oxides,titanium molecular entity,,,,
http://purl.obolibrary.org/obo/CHEBI_37217,http://purl.obolibrary.org/obo/CHEBI_33768,titanium molecular entity,titanium group molecular entity,,,,
http://purl.obolibrary.org/obo/CHEBI_13643,http://purl.obolibrary.org/obo/CHEBI_23824,glycol,diol,,,,
http://purl.obolibrary.org/obo/CHEBI_23824,http://purl.obolibrary.org/obo/CHEBI_26191,diol,polyol,,,,
http://purl.obolibrary.org/obo/CHEBI_136861,http://purl.obolibrary.org/obo/CHEBI_26979,pyrrolopurine,organic heterotricyclic compound,,,,
http://purl.obolibrary.org/obo/CHEBI_136861,http://purl.obolibrary.org/obo/CHEBI_38101,pyrrolopurine,organonitrogen heterocyclic compound,,,,
http://purl.obolibrary.org/obo/CHEBI_26979,http://purl.obolibrary.org/obo/CHEBI_36688,organic heterotricyclic compound,heterotricyclic compound,,,,
http://purl.obolibrary.org/obo/CHEBI_26979,http://purl.obolibrary.org/obo/CHEBI_38166,organic heterotricyclic compound,organic heteropolycyclic compound,,,,
http://purl.obolibrary.org/obo/CHEBI_26979,http://purl.obolibrary.org/obo/CHEBI_51959,organic heterotricyclic compound,organic tricyclic compound,,,,
http://purl.obolibrary.org/obo/CHEBI_38101,http://purl.obolibrary.org/obo/CHEBI_35352,organonitrogen heterocyclic compound,organonitrogen compound,,,,
http://purl.obolibrary.org/obo/CHEBI_38101,http://purl.obolibrary.org/obo/CHEBI_24532,organonitrogen heterocyclic compound,organic heterocyclic compound,,,,
http://purl.obolibrary.org/obo/CHEBI_137980,http://purl.obolibrary.org/obo/CHEBI_33250,metalloid atom,atom,,A chemical entity constituting the smallest component of an element having the chemical properties of the element.,,
http://purl.obolibrary.org/obo/CHEBI_33250,http://purl.obolibrary.org/obo/CHEBI_24431,atom,chemical entity,A chemical entity constituting the smallest component of an element having the chemical properties of the element.,"A chemical entity is a physical entity of interest in chemistry including molecular entities, parts thereof, and chemical substances.",,
http://purl.obolibrary.org/obo/CHEBI_138675,http://purl.obolibrary.org/obo/CHEBI_33579,gas molecular entity,main group molecular entity,Any main group molecular entity that is gaseous at standard temperature and pressure (STP; 0degreeC and 100 kPa).,"A molecular entity containing one or more atoms from any of groups 1, 2, 13, 14, 15, 16, 17, and 18 of the periodic table.",,
http://purl.obolibrary.org/obo/CHEBI_33579,http://purl.obolibrary.org/obo/CHEBI_23367,main group molecular entity,molecular entity,"A molecular entity containing one or more atoms from any of groups 1, 2, 13, 14, 15, 16, 17, and 18 of the periodic table.","Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity.",,
http://purl.obolibrary.org/obo/CHEBI_139120,http://purl.obolibrary.org/obo/CHEBI_23044,carotenoid beta-end derivative,carotenoid,,,,
http://purl.obolibrary.org/obo/CHEBI_23044,http://purl.obolibrary.org/obo/CHEBI_26935,carotenoid,tetraterpenoid,,,,
http://purl.obolibrary.org/obo/CHEBI_139291,http://purl.obolibrary.org/obo/CHEBI_58941,chlorophyll(1-),cyclic tetrapyrrole anion,,,,
http://purl.obolibrary.org/obo/CHEBI_58941,http://purl.obolibrary.org/obo/CHEBI_25696,cyclic tetrapyrrole anion,organic anion,,,,
http://purl.obolibrary.org/obo/CHEBI_139292,http://purl.obolibrary.org/obo/CHEBI_58941,chlorophyllide(2-),cyclic tetrapyrrole anion,,,,
http://purl.obolibrary.org/obo/CHEBI_139292,http://purl.obolibrary.org/obo/CHEBI_35757,chlorophyllide(2-),monocarboxylic acid anion,,,,
http://purl.obolibrary.org/obo/CHEBI_35757,http://purl.obolibrary.org/obo/CHEBI_29067,monocarboxylic acid anion,carboxylic acid anion,,,,
http://purl.obolibrary.org/obo/CHEBI_140503,http://purl.obolibrary.org/obo/CHEBI_48730,kaolin,aluminosilicate mineral,,,,
http://purl.obolibrary.org/obo/CHEBI_140503,http://purl.obolibrary.org/obo/CHEBI_60004,kaolin,mixture,,"A mixture is a chemical substance composed of multiple molecules, at least two of which are of a different kind.",,
http://purl.obolibrary.org/obo/CHEBI_48730,http://purl.obolibrary.org/obo/CHEBI_46663,aluminosilicate mineral,silicate mineral,,,,
http://purl.obolibrary.org/obo/CHEBI_60004,http://purl.obolibrary.org/obo/CHEBI_59999,mixture,chemical substance,"A mixture is a chemical substance composed of multiple molecules, at least two of which are of a different kind.","A chemical substance is a portion of matter of constant composition, composed of molecular entities of the same type or of different types.",,
http://purl.obolibrary.org/obo/CHEBI_143004,http://purl.obolibrary.org/obo/CHEBI_27283,ultra-long-chain fatty acid,very long-chain fatty acid,,,,
http://purl.obolibrary.org/obo/CHEBI_27283,http://purl.obolibrary.org/obo/CHEBI_35366,very long-chain fatty acid,fatty acid,,,,
http://purl.obolibrary.org/obo/CHEBI_143005,http://purl.obolibrary.org/obo/CHEBI_58950,ultra-long-chain fatty acid anion,very long-chain fatty acid anion,,,,
http://purl.obolibrary.org/obo/CHEBI_58950,http://purl.obolibrary.org/obo/CHEBI_28868,very long-chain fatty acid anion,fatty acid anion,,,,
http://purl.obolibrary.org/obo/CHEBI_143901,http://purl.obolibrary.org/obo/CHEBI_143907,manganese dihydroxide,manganese hydroxide,,,,
http://purl.obolibrary.org/obo/CHEBI_143907,http://purl.obolibrary.org/obo/CHEBI_25154,manganese hydroxide,manganese molecular entity,,,,
http://purl.obolibrary.org/obo/CHEBI_25154,http://purl.obolibrary.org/obo/CHEBI_33743,manganese molecular entity,manganese group molecular entity,,,,
http://purl.obolibrary.org/obo/CHEBI_15022,http://purl.obolibrary.org/obo/CHEBI_17891,electron donor,donor,,,,
http://purl.obolibrary.org/obo/CHEBI_17891,http://purl.obolibrary.org/obo/CHEBI_51086,donor,chemical role,,A role played by the molecular entity or part thereof within a chemical context.,,
http://purl.obolibrary.org/obo/CHEBI_15339,http://purl.obolibrary.org/obo/CHEBI_51086,acceptor,chemical role,,A role played by the molecular entity or part thereof within a chemical context.,,
http://purl.obolibrary.org/obo/CHEBI_51086,http://purl.obolibrary.org/obo/BFO_0000023,chemical role,role,A role played by the molecular entity or part thereof within a chemical context.,"A realizable entity  the manifestation of which brings about some result or end that is not essential to a continuant  in virtue of the kind of thing that it is but that can be served or participated in by that kind of continuant  in some kinds of natural, social or institutional contexts.",,
http://purl.obolibrary.org/obo/CHEBI_51086,http://purl.obolibrary.org/obo/CHEBI_50906,chemical role,role,A role played by the molecular entity or part thereof within a chemical context.,A role is particular behaviour which a material entity may exhibit.,,
http://purl.obolibrary.org/obo/CHEBI_15368,http://purl.obolibrary.org/obo/CHEBI_51688,acrolein,enal,,,,
http://purl.obolibrary.org/obo/CHEBI_51688,http://purl.obolibrary.org/obo/CHEBI_78840,enal,olefinic compound,,,,
http://purl.obolibrary.org/obo/CHEBI_51688,http://purl.obolibrary.org/obo/CHEBI_51718,enal,"alpha,beta-unsaturated aldehyde",,,,
http://purl.obolibrary.org/obo/CHEBI_15377,http://purl.obolibrary.org/obo/CHEBI_33693,water,oxygen hydride,,,,
http://purl.obolibrary.org/obo/CHEBI_15377,http://purl.obolibrary.org/obo/CHEBI_37176,water,mononuclear parent hydride,,,,
